38,28A,8,3,5
321,5A,8,2,6
32,79A,8,3,5
472,A30,41,32,9
1163,A37,118,110,8
95,A52,25,16,9
466,A57,41,26,15
3001,A60,44,26,18
48,A61,30,25,5
25,A63,40,30,10
1135,A64,17,10,7
34,A68,112,98,14
1475,A8,17,5,12
363,A84,112,100,12
522,BII,45,34,11
325,C25,17,8,9
3054,C48,112,97,15
1179,D6,116,103,13
1111,V11,16,6,10
1220,V24G,112,101,11
1118,V24Z,17,9,8
1180,V74,116,109,7
1240,V744,112,108,4
1224,V74F,112,109,3
1198,V74Y,116,111,5
